tokens;srl_tags
['De', 'Tweede', 'Kamer', 'kan', ',', 'al', 'dan', 'niet', 'op', 'een', 'daartoe', 'door', 'of', 'vanwege', 'de', 'Koning', 'ingediend', 'voorstel', ',', 'een', 'voorstel', 'voor', 'zodanige', 'wet', 'splitsen', '.'];['ACTOR', 'O', 'ACTOR', 'V', 'Punctuation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ACTOR', 'V', 'OBJ', 'Punctuation', 'OBJ', 'O', 'O', 'O', 'O', 'O', 'V', 'Punctuation']
['Na', 'de', 'bekendmaking', 'van', 'de', 'wet', ',', 'bedoeld', 'in', 'het', 'eerste', 'lid', ',', 'wordt', 'de', 'Tweede', 'Kamer', 'ontbonden', '.'];['O', 'ACTOR', 'OBJ', 'O', 'O', 'O', ',', 'O', 'O', 'O', 'O', 'O', ',', 'V', 'O', 'O', 'O', 'V', '.']
['De', 'Tweede', 'Kamer', 'kan', ',', 'al', 'dan', 'niet', 'op', 'een', 'daartoe', 'door', 'of', 'vanwege', 'de', 'Koning', 'ingediend', 'voorstel', ',', 'met', 'ten', 'minste', 'twee', 'derden', 'van', 'het', 'aantal', 'uitgebrachte', 'stemmen', 'een', 'voorstel', 'tot', 'verandering', 'splitsen', '.'];['ACTOR', 'O', 'O', 'V', ',', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ACTOR', 'V', 'OBJ', ',', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', '.']
['de', 'aangenomen', 'voorstellen', 'en', 'de', 'ongewijzigd', 'gebleven', 'bepalingen', 'van', 'de', 'Grondwet', 'voor', 'zoveel', 'nodig', 'aan', 'elkaar', 'worden', 'aangepast'];['ACTOR', 'O', 'V', 'O', 'ACTOR', 'O', 'V', 'OBJ', 'O', 'ACTOR', 'O', 'O', 'O', 'O', 'O', 'V', 'V']
['de', 'indeling', 'in', 'en', 'de', 'plaats', 'van', 'hoofdstukken', ',', 'paragrafen', 'en', 'artikelen', ',', 'alsmede', 'de', 'opschriften', 'worden', 'gewijzigd', '.'];['ACTOR', 'O', 'O', 'O', 'ACTOR', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ACTOR', 'O', 'V', 'V']
['Een', 'voorstel', 'van', 'wet', ',', 'houdende', 'voorzieningen', 'als', 'bedoeld', 'in', 'het', 'eerste', 'lid', 'onder', 'a', ',', 'kunnen', 'de', 'kamers', 'alleen', 'aannemen', 'met', 'ten', 'minste', 'twee', 'derden', 'van', 'het', 'aantal', 'uitgebrachte', 'stemmen', '.'];['O', 'OBJ', 'OBJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'REC', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']
['De', 'tekst', 'van', 'de', 'herziene', 'Grondwet', 'wordt', 'bij', 'koninklijk', 'besluit', 'bekendgemaakt', ',', 'waarbij', 'hoofdstukken', ',', 'paragrafen', 'en', 'artikelen', 'kunnen', 'worden', 'vernummerd', 'en', 'verwijzingen', 'dienovereenkomstig', 'kunnen', 'worden', 'veranderd', '.'];['ACTOR', 'O', 'O', 'ACTOR', 'O', 'V', 'REC', 'O', 'OBJ', 'V', '.', 'O', 'O', '.', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', '.']
['In', 'deze', 'wet', 'en', 'de', 'daarop', 'berustende', 'bepalingen', 'wordt', 'verstaan', 'onder', ':'];['O', 'ACTOR', 'ACTOR', 'O', 'ACTOR', 'O', 'O', 'O', 'V', 'V', 'O', ':']
['alle', 'stukken', 'die', 'door', 'de', 'aanbestedende', 'dienst', 'of', 'het', 'speciale', '-', 'sectorbedrijf', 'worden', 'opgesteld', 'of', 'vermeld', 'ter', 'omschrijving', 'of', 'bepaling', 'van', 'onderdelen', 'van', 'de', 'aanbesteding', 'of', 'de', 'procedure'];['O', 'O', 'O', 'O', 'ACTOR', 'ACTOR', 'O', 'O', 'O', 'O', '-', 'REC', 'V', 'V', 'O', 'O', 'O', 'O', 'O', 'OBJ', 'O', 'OBJ', 'O', 'O', 'O', 'O', 'O']
['een', 'aanbestedende', 'dienst', 'die', 'of', 'speciale', '-', 'sectorbedrijf', 'dat', 'een', 'gecentraliseerde', 'aankoopactiviteit', 'en', 'eventueel', 'een', 'aanvullende', 'aankoopactiviteit', 'verricht'];['O', 'O', 'ACTOR', 'O', 'O', '-', 'O', 'O', 'ACTOR', 'O', 'OBJ', 'O', 'O', 'O', 'O', 'OBJ', 'V']
['een', 'ieder', 'die', 'de', 'uitvoering', 'van', 'werken', 'op', 'de', 'markt', 'aanbiedt'];['O', 'O', 'ACTOR', 'ACTOR', 'OBJ', 'O', 'O', 'O', 'O', 'O', 'V']
['een', 'activiteit', 'die', 'bestaat', 'uit', 'het', 'verlenen', 'van', 'ondersteuning', 'aan', 'een', 'aankoopactiviteit', ',', 'in', 'het', 'bijzonder', 'op', 'de', 'volgende', 'wijzen', ':', 'aanvullende', 'aankoopactiviteit', ':'];['O']
['door', 'het', 'beschikbaar', 'stellen', 'van', 'technische', 'infrastructuur', 'die', 'aanbestedende', 'diensten', 'of', 'speciale', '-', 'sectorbedrijven', 'in', 'staat', 'stelt', 'overheidsopdrachten', 'respectievelijk', 'speciale', '-', 'sectoropdrachten', 'te', 'plaatsen'];['O', 'ACTOR', 'O', 'V', 'O', 'O', 'OBJ', 'O', 'O', 'O', 'O', 'O', '-', 'REC', 'O', 'O', 'V', 'OBJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['de', 'Autoriteit', 'Consument', 'en', 'Markt', ',', 'genoemd', 'in'];['ACTOR', 'ACTOR', 'O', 'O', 'O', ',', 'V', 'O']
['een', 'recht', 'dat', 'bij', 'wettelijk', 'voorschrift', 'of', 'bij', 'besluit', 'van', 'een', 'bestuursorgaan', 'aan', 'een', 'beperkt', 'aantal', 'ondernemingen', 'wordt', 'verleend', 'en', 'waarbij', 'binnen', 'een', 'bepaald', 'geografisch', 'gebied', ':', 'bijzonder', 'recht', ':'];['O', 'OBJ', 'O', 'O', 'O', 'OBJ', 'O', 'O', 'O', 'O', 'ACTOR', 'O', 'O', 'O', 'O', 'OBJ', 'V', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', ':', 'O', ':']
['het', 'aantal', 'van', 'deze', 'ondernemingen', 'die', 'een', 'dienst', 'mogen', 'verrichten', 'of', 'een', 'activiteit', 'mogen', 'uitoefenen', 'op', 'een', 'andere', 'wijze', 'dan', 'volgens', 'objectieve', ',', 'evenredige', 'en', 'niet', '-', 'discriminerende', 'criteria', 'tot', 'twee', 'of', 'meer', 'wordt', 'beperkt', ','];['O', 'O', 'OBJ', 'OBJ', 'OBJ', 'V', 'REC', 'O', 'V', 'O', 'O', 'V', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'OBJ', ',', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'V', 'V', '.']
['verscheidene', 'concurrerende', 'ondernemingen', 'die', 'een', 'dienst', 'mogen', 'verrichten', 'of', 'een', 'activiteit', 'mogen', 'uitoefenen', 'op', 'een', 'andere', 'wijze', 'dan', 'volgens', 'deze', 'criteria', 'worden', 'aangewezen', ',', 'of'];['O', 'O', 'ACTOR', 'O', 'O', 'O', 'V', 'V', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'OBJ', 'V', 'V', 'O', ',', 'O']
;['O']
['een', 'ondernemer', 'aan', 'wie', 'een', 'concessieopdracht', 'is', 'gegund'];['REC', 'REC', 'O', 'O', 'ACTOR', 'ACTOR', 'V', 'V']
['een', 'schriftelijke', 'overeenkomst', 'onder', 'bezwarende', 'titel', 'die', 'is', 'gesloten', 'tussen', 'een', 'of', 'meer', 'dienstverleners', 'en', 'een', 'of', 'meer', 'aanbestedende', 'diensten', 'of', 'speciale', '-', 'sectorbedrijven', 'en', 'die', 'betrekking', 'heeft', 'op', 'het', 'verlenen', 'van', 'andere', 'diensten', 'dan', 'die', 'welke', 'vallen', 'onder', 'overheidsopdracht', 'voor', 'werken', ',', 'en', 'waarvoor', 'de', 'tegenprestatie', 'bestaat', 'uit', 'hetzij', 'uitsluitend', 'het', 'recht', 'de', 'dienst', 'die', 'het', 'voorwerp', 'van', 'de', 'overeenkomst', 'vormt', ',', 'te', 'exploiteren', ',', 'hetzij', 'uit', 'dit', 'recht', 'en', 'een', 'betaling'];['O']
['een', 'schriftelijke', 'overeenkomst', 'onder', 'bezwarende', 'titel', 'die', 'is', 'gesloten', 'tussen', 'een', 'of', 'meer', 'aannemers', 'en', 'een', 'of', 'meer', 'aanbestedende', 'diensten', 'of', 'speciale', '-', 'sectorbedrijven', 'en', 'die', 'betrekking', 'heeft', 'op', ':', 'concessieopdracht', 'voor', 'werken', ':'];['O', 'OBJ', 'OBJ', 'O', 'O', 'O', 'O', 'V', 'V', 'O', 'ACTOR', 'O', 'ACTOR', 'O', 'ACTOR', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'OBJ', 'O', 'O', 'O', 'O', 'O', 'V', 'V', ':']
['waarvoor', 'de', 'tegenprestatie', 'bestaat', 'uit', 'hetzij', 'uitsluitend', 'het', 'recht', 'het', 'werk', 'dat', 'het', 'voorwerp', 'van', 'de', 'opdracht', 'vormt', ',', 'te', 'exploiteren', ',', 'hetzij', 'uit', 'dit', 'recht', 'en', 'een', 'betaling'];['O', 'ACTOR', 'O', 'V', 'O', 'O', 'O', 'OBJ', 'OBJ', 'OBJ', 'O', 'O', 'OBJ', 'O', 'O', 'O', 'V', '.', 'O', 'V', '.', 'O', 'O', 'O', 'O', 'O', 'REC', 'O']
['een', 'werk', 'dan', 'wel', 'het', 'verwezenlijken', ',', 'met', 'welke', 'middelen', 'dan', 'ook', ',', 'van', 'een', 'werk', 'dat', 'voldoet', 'aan', 'de', 'eisen', 'van', 'de', 'aanbestedende', 'dienst', 'of', 'het', 'speciale', '-', 'sectorbedrijf', 'die', 'een', 'beslissende', 'invloed', 'uitoefenen', 'op', 'het', 'soort', 'werk', 'of', 'op', 'het', 'ontwerp', 'van', 'het', 'werk', ','];['O']
['een', 'instantie', 'die', 'conformiteitsbeoordelingsactiviteiten', 'verricht', 'en', 'die', 'geaccrediteerd', 'is', 'overeenkomstig', 'verordening', '(', 'EG', ')', 'nr', '.', '765', '/', '2008', 'van', 'het', 'Europees', 'Parlement', 'en', 'de', 'Raad', 'van', '9', 'juli', '2008', 'tot', 'vaststelling', 'van', 'de', 'eisen', 'inzake', 'accreditatie', 'en', 'markttoezicht', 'betreffende', 'het', 'verhandelen', 'van', 'producten', 'en', 'tot', 'intrekking', 'van', 'verordening', '(', 'EEG', ')', 'nr', '.', '339', '/', '93', '(', 'PbEU', '2008', ',', 'L', '218', ')'];['O']
['de', 'gemeenschappelijke', 'woordenlijst', 'overheidsopdrachten', ',', 'vastgesteld', 'bij', 'verordening', '(', 'EG', ')', 'nr', '.', '2195', '/', '2002', 'van', 'het', 'Europees', 'Parlement', 'en', 'de', 'Raad', 'van', '5', 'november', '2002', 'betreffende', 'de', 'gemeenschappelijke', 'woordenlijst', 'overheidsopdrachten', '(', 'CPV', ')', '(', 'PbEG', '2002', ',', 'L', '340', ')'];['O', 'ACTOR', 'ACTOR', 'OBJ', 'O', 'O', 'OBJ', 'V']
['een', 'ieder', 'die', 'diensten', 'op', 'de', 'markt', 'aanbiedt'];['O']
['een', 'elektronisch', 'proces', 'voor', 'het', 'doen', 'van', 'gangbare', 'aankopen', 'van', 'werken', ',', 'leveringen', 'of', 'diensten', ',', 'waarvan', 'de', 'kenmerken', 'wegens', 'de', 'algemene', 'beschikbaarheid', 'op', 'de', 'markt', 'voldoen', 'aan', 'de', 'behoeften', 'van', 'de', 'aanbestedende', 'dienst', 'of', 'het', 'speciale', '-', 'sectorbedrijf', ',', 'dat', 'is', 'beperkt', 'in', 'de', 'tijd', 'en', 'gedurende', 'de', 'gehele', 'looptijd', 'openstaat', 'voor', 'ondernemers', 'die', 'aan', 'de', 'eisen', 'voor', 'toelating', 'tot', 'het', 'systeem', 'voldoen'];['O']
['een', 'middel', 'waarbij', 'gebruik', 'wordt', 'gemaakt', 'van', 'elektronische', 'apparatuur', 'voor', 'gegevensverwerking', '(', 'met', 'inbegrip', 'van', 'digitale', 'compressie', ')', 'en', 'gegevensopslag', ',', 'alsmede', 'van', 'verspreiding', ',', 'overbrenging', 'en', 'ontvangst', 'door', 'middel', 'van', 'draden', ',', 'straalverbindingen', ',', 'optische', 'middelen', 'of', 'andere', 'elektromagnetische', 'middelen'];['O']
['het', 'elektronische', 'systeem', 'voor', 'aanbestedingen', ',', 'bedoeld', 'in'];['O', 'ACTOR', 'O', 'V', 'V', 'OBJ', 'O', 'O', 'O', 'O', 'O', '(', 'O', 'O', 'O', 'O', 'O', ')', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['factuur', 'die', 'is', 'opgesteld', ',', 'verzonden', 'en', 'ontvangen', 'in', 'een', 'gestructureerde', 'elektronische', 'vorm', 'die', 'automatische', 'en', 'elektronische', 'verwerking', 'ervan', 'mogelijk', 'maakt'];['ACTOR', 'O', 'ACTOR', 'O', 'O', ',', 'O', 'O']
['een', 'zich', 'herhalend', 'elektronisch', 'proces', 'voor', 'de', 'presentatie', 'van', 'nieuwe', ',', 'verlaagde', 'prijzen', 'of', 'van', 'nieuwe', 'waarden', 'voor', 'bepaalde', 'elementen', 'van', 'de', 'inschrijvingen', ',', 'dat', 'plaatsvindt', 'na', 'de', 'eerste', 'volledige', 'beoordeling', 'van', 'de', 'inschrijvingen', 'en', 'dat', 'klassering', 'op', 'basis', 'van', 'automatische', 'beoordelingsmethoden', 'mogelijk', 'maakt'];['O']
['een', 'activiteit', 'die', 'permanent', 'plaatsvindt', 'op', 'een', 'van', 'de', 'volgende', 'wijzen', ':', 'gecentraliseerde', 'aankoopactiviteit', ':'];['O', 'ACTOR', 'O', 'V', 'O', 'O', 'O', 'OBJ', 'ACTOR', 'O', 'O', 'O', 'O', 'O', 'O', ':', 'O', 'O', 'O', 'O', 'O', ':']
['de', 'verwerving', 'van', 'leveringen', 'of', 'diensten', 'die', 'bestemd', 'zijn', 'voor', 'aanbestedende', 'diensten', 'of', 'speciale', '-', 'sectorbedrijven'];['ACTOR', 'V', 'O', 'O', 'O', 'OBJ', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', '-', 'REC']
['het', 'plaatsen', 'van', 'overheidsopdrachten', 'respectievelijk', 'speciale', '-', 'sectoropdrachten', 'die', 'bestemd', 'zijn', 'voor', 'aanbestedende', 'diensten', 'of', 'speciale', '-', 'sectorbedrijven'];['O', 'V', 'O', 'O', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '-', 'REC']
['een', 'ondernemer', 'die', 'heeft', 'verzocht', 'om', 'een', 'uitnodiging', ',', 'of', 'is', 'uitgenodigd', ',', 'om', 'deel', 'te', 'nemen', 'aan', 'een', 'niet', '-', 'openbare', 'procedure', ',', 'een', 'procedure', 'van', 'de', 'concurrentiegerichte', 'dialoog', ',', 'een', 'mededingingsprocedure', 'met', 'onderhandeling', ',', 'een', 'procedure', 'van', 'het', 'innovatiepartnerschap', ',', 'een', 'onderhandelingsprocedure', 'met', 'aankondiging', ',', 'een', 'onderhandelingsprocedure', 'zonder', 'aankondiging', 'of', 'een', 'procedure', 'voor', 'de', 'gunning', 'van', 'een', 'concessieopdracht'];['O']
['de', 'keuze', 'van', 'de', 'aanbestedende', 'dienst', 'of', 'het', 'speciale', 'sectorbedrijf', 'voor', 'de', 'ondernemer', 'met', 'wie', 'hij', 'voornemens', 'is', 'de', 'overeenkomst', 'waarop', 'de', 'procedure', 'betrekking', 'had', 'te', 'sluiten', ',', 'waaronder', 'mede', 'wordt', 'verstaan', 'de', 'keuze', 'om', 'geen', 'overeenkomst', 'te', 'sluiten'];['O']
